ellipsis_type,mt_service,num_metric,num_score
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,1
sluice,deepl,grammaticality,3
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,2
sluice,google,grammaticality,4
sluice,google,meaning,2
sluice,google,grammaticality,4
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,4
sluice,google,grammaticality,2
sluice,google,meaning,4
sluice,google,grammaticality,2
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,4
sluice,google,grammaticality,2
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,1
sluice,bing,grammaticality,3
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,3
sluice,bing,grammaticality,1
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,3
sluice,bing,grammaticality,1
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,2
sluice,deepl,grammaticality,4
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,2
sluice,deepl,grammaticality,4
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,3
sluice,deepl,grammaticality,1
sluice,deepl,meaning,2
sluice,deepl,grammaticality,4
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,4
sluice,deepl,grammaticality,2
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,4
sluice,google,grammaticality,2
sluice,google,meaning,2
sluice,google,grammaticality,4
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,4
sluice,google,grammaticality,2
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,4
sluice,google,grammaticality,2
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,google,meaning,5
sluice,google,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,2
sluice,bing,grammaticality,4
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,4
sluice,bing,grammaticality,2
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,bing,meaning,5
sluice,bing,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,2
sluice,deepl,grammaticality,4
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
sluice,deepl,meaning,5
sluice,deepl,grammaticality,5
